timestep,portfolio_value,hedge_ratio,log_prob,entropy,std0,mahal_sq,confidence,reward
31,1005600.0,0.0,-0.9398523569107056,1.4180101156234741,,,,0.005568814638027049
32,1005100.0,0.0,-0.9398523569107056,1.4180101156234741,,,,-0.0004974629390110437
33,1005400.0,0.0,-0.9398523569107056,1.4180101156234741,,,,0.00029838870101452157
34,1003000.0,0.0,-0.9398523569107056,1.4180101156234741,,,,-0.0023928215353938185
35,1004400.0,0.0,-0.9398523569107056,1.4180101156234741,,,,0.0013938669852648347
36,1005400.0,0.0,-0.9398523569107056,1.4180101156234741,,,,0.0009946290033817386
37,1011300.0,0.0,-0.9398523569107056,1.4180101156234741,,,,0.005834074953030752
38,1009800.0,0.0,-0.9398523569107056,1.4180101156234741,,,,-0.0014854426619132501
39,1016100.0,0.0,-0.9398523569107056,1.4180101156234741,,,,0.006200177147918512
40,1015700.0,0.0,-0.9398523569107056,1.4180101156234741,,,,-0.0003938170719700699
41,1012900.0,0.0,-0.9398523569107056,1.4180101156234741,,,,-0.0027643400138217
42,1017700.0,0.0,-0.9398523569107056,1.4180101156234741,,,,0.0047165176378107495
43,1027200.0,0.0,-0.9398523569107056,1.4180101156234741,,,,0.009248442367601245
44,1026200.0,0.0,-0.9398523569107056,1.4180101156234741,,,,-0.0009744689144416293
45,1028500.0,0.0,-0.9398523569107056,1.4180101156234741,,,,0.002236266407389402
46,1032200.0,0.0,-0.9398523569107056,1.4180101156234741,,,,0.0035845766324355743
47,1032000.0,0.0,-0.9398523569107056,1.4180101156234741,,,,-0.0001937984496124031
48,1038600.0,0.0,-0.9398523569107056,1.4180101156234741,,,,0.006354708261120739
49,1048600.0,0.0,-0.9398523569107056,1.4180101156234741,,,,0.009536524890329964
50,1047800.0,0.0,-0.9398523569107056,1.4180101156234741,,,,-0.0007635044855888528
51,1042700.0,0.0,-0.9398523569107056,1.4180101156234741,,,,-0.004891147981202647
52,1039200.0,0.0,-0.9398523569107056,1.4180101156234741,,,,-0.003367975365665897
53,1046300.0,0.0,-0.9398523569107056,1.4180101156234741,,,,0.006785816687374558
54,1044000.0,0.0,-0.9398523569107056,1.4180101156234741,,,,-0.002203065134099617
55,1037900.0,0.0,-0.9398523569107056,1.4180101156234741,,,,-0.005877252143751807
56,1043800.0,0.0,-0.9398523569107056,1.4180101156234741,,,,0.005652423835983905
57,1042700.0,0.0,-0.9398523569107056,1.4180101156234741,,,,-0.0010549534861417475
58,1032700.0,0.0,-0.9398523569107056,1.4180101156234741,,,,-0.009683354313934347
59,1038500.0,0.0,-0.9398523569107056,1.4180101156234741,,,,0.005584978334135773
60,1045800.0,0.0,-0.9398523569107056,1.4180101156234741,,,,0.0069803021610250525
61,1050300.0,0.0,-0.9398523569107056,1.4180101156234741,,,,0.004284490145672665
62,1059800.0,0.0,-0.9398523569107056,1.4180101156234741,,,,0.00896395546329496
63,1059100.0,0.0,-0.9398523569107056,1.4180101156234741,,,,-0.0006609385327164573
64,1053400.0,0.0,-0.9398523569107056,1.4180101156234741,,,,-0.00541104993354851
65,1048600.0,0.0,-0.9398523569107056,1.4180101156234741,,,,-0.004577531947358383
66,1050900.0,0.0,-0.9398523569107056,1.4180101156234741,,,,0.0021886002474069844
67,1047300.0,0.0,-0.9398523569107056,1.4180101156234741,,,,-0.0034374104841019765
68,1039500.0,0.0,-0.9398523569107056,1.4180101156234741,,,,-0.007503607503607504
69,1026500.0,0.0,-0.9398523569107056,1.4180101156234741,,,,-0.012664393570384803
70,1020300.0,0.0,-0.9398523569107056,1.4180101156234741,,,,-0.006076644124277174
71,1017500.0,0.0,-0.9398523569107056,1.4180101156234741,,,,-0.0027518427518427517
72,1011700.0,0.0,-0.9398523569107056,1.4180101156234741,,,,-0.0057329247800731445
73,1013500.0,0.0,-0.9398523569107056,1.4180101156234741,,,,0.0017760236803157376
