timestep,portfolio_value,hedge_ratio,log_prob,entropy,std0,mahal_sq,confidence,reward
1,996983.5,0.26579126715660095,-0.9098165035247803,1.4098165035247803,,,,-2925.0
2,999683.5,0.26579126715660095,-0.9098165035247803,1.4098165035247803,,,,2700.0
3,1001558.5,0.26579126715660095,-0.9098165035247803,1.4098165035247803,,,,1875.0
4,1002383.5,0.26579126715660095,-0.9098165035247803,1.4098165035247803,,,,825.0
5,1005308.5,0.26579126715660095,-0.9098165035247803,1.4098165035247803,,,,2925.0
6,1007183.5,0.26579126715660095,-0.9098165035247803,1.4098165035247803,,,,1875.0
7,1009958.5,0.26579126715660095,-0.9098165035247803,1.4098165035247803,,,,2775.0
8,1014608.5,0.26579126715660095,-0.9098165035247803,1.4098165035247803,,,,4650.0
9,1011758.5,0.26579126715660095,-0.9098165035247803,1.4098165035247803,,,,-2850.0
10,1015058.5,0.26579126715660095,-0.9098165035247803,1.4098165035247803,,,,3300.0
11,1011533.5,0.26579126715660095,-0.9098165035247803,1.4098165035247803,,,,-3525.0
12,1017533.5,0.26579126715660095,-0.9098165035247803,1.4098165035247803,,,,6000.0
13,1020833.5,0.26579126715660095,-0.9098165035247803,1.4098165035247803,,,,3300.0
14,1018208.5,0.26579126715660095,-0.9098165035247803,1.4098165035247803,,,,-2625.0
15,1021508.5,0.26579126715660095,-0.9098165035247803,1.4098165035247803,,,,3300.0
16,1024958.5,0.26579126715660095,-0.9098165035247803,1.4098165035247803,,,,3450.0
17,1026683.5,0.26579126715660095,-0.9098165035247803,1.4098165035247803,,,,1725.0
18,1021508.5,0.26579126715660095,-0.9098165035247803,1.4098165035247803,,,,-5175.0
19,1013558.5,0.26579126715660095,-0.9098165035247803,1.4098165035247803,,,,-7950.0
20,1010258.5,0.26579126715660095,-0.9098165035247803,1.4098165035247803,,,,-3300.0
21,1007708.5,0.26579126715660095,-0.9098165035247803,1.4098165035247803,,,,-2550.0
22,1010558.5,0.26579126715660095,-0.9098165035247803,1.4098165035247803,,,,2850.0
23,1013633.5,0.26579126715660095,-0.9098165035247803,1.4098165035247803,,,,3075.0
24,1016183.5,0.26579126715660095,-0.9098165035247803,1.4098165035247803,,,,2550.0
25,1015958.5,0.26579126715660095,-0.9098165035247803,1.4098165035247803,,,,-225.0
26,1016708.5,0.26579126715660095,-0.9098165035247803,1.4098165035247803,,,,750.0
27,1017983.5,0.26579126715660095,-0.9098165035247803,1.4098165035247803,,,,1275.0
28,1021508.5,0.26579126715660095,-0.9098165035247803,1.4098165035247803,,,,3525.0
29,1016033.5,0.26579126715660095,-0.9098165035247803,1.4098165035247803,,,,-5475.0
