date,price
2012-03-11,3528.245806451613
2012-03-12,3533.7845161290325
2012-03-13,3539.323225806452
2012-03-14,3544.861935483871
2012-03-15,3550.4006451612904
2012-03-16,3555.9393548387097
2012-03-17,3561.478064516129
2012-03-18,3567.0167741935484
2012-03-19,3572.5554838709677
2012-03-20,3578.094193548387
2012-03-21,3583.6329032258063
2012-03-22,3589.1716129032257
2012-03-23,3594.710322580645
2012-03-24,3600.2490322580647
2012-03-25,3605.787741935484
2012-03-26,3611.3264516129034
2012-03-27,3616.8651612903227
2012-03-28,3622.403870967742
2012-03-29,3627.9425806451613
2012-03-30,3633.4812903225807
2012-03-31,3639.02
2012-04-01,3643.6276666666668
2012-04-02,3648.2353333333335
2012-04-03,3652.843
2012-04-04,3657.4506666666666
2012-04-05,3662.0583333333334
2012-04-06,3666.666
2012-04-07,3671.2736666666665
2012-04-08,3675.8813333333333
2012-04-09,3680.489
2012-04-10,3685.096666666667
2012-04-11,3689.704333333333
2012-04-12,3694.312
2012-04-13,3698.9196666666667
2012-04-14,3703.5273333333334
2012-04-15,3708.135
2012-04-16,3712.7426666666665
2012-04-17,3717.3503333333333
2012-04-18,3721.958
2012-04-19,3726.565666666667
2012-04-20,3731.173333333333
2012-04-21,3735.781
2012-04-22,3740.3886666666667
2012-04-23,3744.9963333333335
2012-04-24,3749.604
2012-04-25,3754.2116666666666
2012-04-26,3758.8193333333334
2012-04-27,3763.427
2012-04-28,3768.0346666666665
2012-04-29,3772.642333333333
2012-04-30,3777.25
2012-05-01,3767.7506451612903
2012-05-02,3758.2512903225806
2012-05-03,3748.751935483871
2012-05-04,3739.2525806451613
2012-05-05,3729.7532258064516
2012-05-06,3720.253870967742
2012-05-07,3710.7545161290323
2012-05-08,3701.2551612903226
2012-05-09,3691.755806451613
2012-05-10,3682.256451612903
2012-05-11,3672.7570967741935
2012-05-12,3663.257741935484
2012-05-13,3653.758387096774
2012-05-14,3644.2590322580645
2012-05-15,3634.759677419355
2012-05-16,3625.260322580645
2012-05-17,3615.7609677419355
2012-05-18,3606.261612903226
2012-05-19,3596.762258064516
2012-05-20,3587.2629032258064
2012-05-21,3577.7635483870968
2012-05-22,3568.264193548387
2012-05-23,3558.7648387096774
2012-05-24,3549.2654838709677
2012-05-25,3539.766129032258
2012-05-26,3530.2667741935484
2012-05-27,3520.7674193548387
2012-05-28,3511.268064516129
2012-05-29,3501.7687096774193
2012-05-30,3492.2693548387097
2012-05-31,3482.77
2012-06-01,3475.5826666666667
2012-06-02,3468.3953333333334
2012-06-03,3461.208
2012-06-04,3454.020666666667
2012-06-05,3446.8333333333335
2012-06-06,3439.646
2012-06-07,3432.458666666667
2012-06-08,3425.271333333333
2012-06-09,3418.084
2012-06-10,3410.8966666666665
2012-06-11,3403.7093333333332
2012-06-12,3396.522
2012-06-13,3389.3346666666666
2012-06-14,3382.1473333333333
